
4000 atoms
1 atom types
   0.0000000000   35.4950000000 xlo xhi
   0.0000000000   35.4950000000 ylo yhi
   0.0000000000   35.4950000000 zlo zhi
   0.0000000000    0.0000000000    0.0000000000 xy xz yz
Masses

1	55.845

Atoms # atomic

1 1 -0.16908684 0.09985963 0.01143002 0.70533102 -0.68728048 0.17364818 1.3230
2 1 -0.10083441 0.00227870 7.06540539 0.00000000 0.00000000 1.00000000 1.3230
3 1 0.01729215 -0.01644349 14.34557904 0.02220693 0.15485023 0.98768834 1.3230
4 1 -0.21624534 -0.01357941 21.43025993 -0.37269664 -0.66926923 0.64278761 1.3230
5 1 0.04133743 -0.10152965 28.31681695 -0.51765082 -0.54920322 0.65605903 1.3230
6 1 -0.20189640 7.22857684 0.13517398 0.58810261 -0.22400775 0.77714596 1.3230
7 1 -0.12243627 6.97552399 7.10630305 -0.44913863 -0.83832153 0.30901699 1.3230
8 1 -0.03668142 7.04833537 14.12640546 -0.19346580 0.11477788 0.97437006 1.3230
9 1 -0.14683698 7.17308457 21.21527504 0.11173077 -0.90668712 0.40673664 1.3230
10 1 -0.01439349 7.24952163 28.33485926 0.60466984 0.43201691 0.66913061 1.3230
11 1 0.08358005 14.22523722 -0.04863626 0.16817623 0.14939790 0.97437006 1.3230
12 1 0.03215631 14.14860967 7.27980970 -0.58802786 -0.45440892 0.66913061 1.3230
13 1 0.06956687 14.40070380 14.21254780 0.01135739 0.19047069 0.98162718 1.3230
14 1 -0.02716869 14.14866983 21.25405240 0.39070345 0.87827949 0.27563736 1.3230
15 1 -0.18380289 14.09260681 28.57365738 0.00000000 0.00000000 1.00000000 1.3230
16 1 0.16948535 21.19393620 -0.02701824 0.20058706 -0.13524436 0.97029573 1.3230
17 1 -0.01684606 21.16364670 7.16394415 -0.02828912 -0.08243694 0.99619470 1.3230
18 1 -0.10512414 21.30638328 13.99903345 -0.04233188 0.45201259 0.89100652 1.3230
19 1 0.22762549 21.46918834 21.20772164 -0.00558182 0.03445023 0.99939083 1.3230
20 1 -0.10883687 21.41561584 28.47295857 0.67776902 -0.70001870 0.22495105 1.3230
21 1 0.22029636 28.53268486 -0.01437571 0.17584281 0.11093502 0.97814760 1.3230
22 1 0.03241397 28.27608506 7.14870788 -0.42516266 -0.49965004 0.75470958 1.3230
23 1 0.07055405 28.27911786 14.04806330 -0.22968739 -0.58590772 0.77714596 1.3230
24 1 0.09441138 28.47584725 21.30895831 -0.27220658 -0.04335357 0.96126170 1.3230
25 1 -0.00819509 28.50766343 28.33906014 -0.55725472 0.77716534 0.29237170 1.3230
26 1 7.13165405 0.04423695 -0.00822933 0.00000000 0.00000000 1.00000000 1.3230
27 1 7.14166884 -0.01830955 7.03109219 0.87853329 -0.34954919 0.32556815 1.3230
28 1 6.91472630 -0.06963259 14.24658103 -0.00588645 0.98767080 0.15643447 1.3230
29 1 7.03477012 0.01874633 21.28488947 -0.01706747 -0.99437543 0.10452846 1.3230
30 1 7.18891770 -0.24197272 28.46469535 0.13416404 0.22133077 0.96592583 1.3230
31 1 6.89178124 7.14198381 -0.00610096 -0.18954154 0.02195629 0.98162718 1.3230
32 1 7.12174779 7.05851986 6.98150561 0.89980502 -0.35123159 0.25881905 1.3230
33 1 7.01859438 7.17886290 14.23539651 -0.55429483 0.26794830 0.78801075 1.3230
34 1 6.93134522 7.13610275 21.41245887 0.71713588 -0.37446578 0.58778525 1.3230
35 1 7.19840816 7.00741710 28.24448670 0.30020312 -0.45443346 0.83867057 1.3230
36 1 7.17430945 14.31739105 0.04980446 -0.39270236 -0.30949128 0.86602540 1.3230
37 1 6.82714497 14.05472182 7.03110150 -0.63007236 0.32094987 0.70710678 1.3230
38 1 6.95187929 14.24579317 14.24794518 -0.75625934 -0.28736790 0.58778525 1.3230
39 1 6.96790360 14.06866167 21.39577741 0.20952322 -0.08187184 0.97437006 1.3230
40 1 7.22896824 14.31079184 28.45880351 -0.41256925 0.22403161 0.88294759 1.3230
41 1 7.02581974 21.23606122 0.01203651 0.17740865 0.31137399 0.93358043 1.3230
42 1 7.08865819 21.35240903 6.95216637 -0.08356242 0.11129454 0.99026807 1.3230
43 1 7.23831870 21.32634203 14.21476898 -0.55474637 -0.47658651 0.68199836 1.3230
44 1 7.24819379 21.19660996 21.63049037 0.72930659 -0.57252231 0.37460659 1.3230
45 1 6.96956602 21.26115774 28.30797910 0.04496857 0.07465890 0.99619470 1.3230
46 1 6.96574594 28.39645984 -0.02421310 0.67924318 0.62125509 0.39073113 1.3230
47 1 6.88806101 28.34539749 7.08162765 0.94869481 -0.31183187 0.05233596 1.3230
48 1 7.25688829 28.49387036 14.28969315 -0.13326680 -0.22187217 0.96592583 1.3230
49 1 7.02117706 28.48045362 21.22655210 -0.18626110 -0.41402195 0.89100652 1.3230
50 1 6.98071964 28.36981110 28.44560977 -0.77630226 -0.62430656 0.08715574 1.3230
51 1 14.03943979 0.09431191 -0.11262155 -0.15788751 0.16023268 0.97437006 1.3230
52 1 14.35655534 0.01191007 7.24857855 0.09441828 -0.97707580 0.19080900 1.3230
53 1 14.25869018 -0.01278618 14.49973236 -0.08981684 -0.26059334 0.96126170 1.3230
54 1 14.19377418 -0.01885711 21.17480512 -0.46916939 -0.82090527 0.32556815 1.3230
55 1 14.09123202 -0.18491135 28.37164630 0.70020958 -0.62668075 0.34202014 1.3230
56 1 14.20073472 7.18903507 -0.19206733 -0.85135348 -0.36724264 0.37460659 1.3230
57 1 14.11748259 7.05902560 7.14066375 0.00000000 0.00000000 1.00000000 1.3230
58 1 14.31703225 6.89820915 14.20487010 0.59405552 -0.24550754 0.76604444 1.3230
59 1 14.17474931 7.08551181 21.22025003 0.69454576 0.01250776 0.71933980 1.3230
60 1 14.20274018 6.90313203 28.47552933 0.01993506 0.25805017 0.96592583 1.3230
61 1 14.35799644 14.40266836 0.04112744 -0.16495013 0.28068858 0.94551858 1.3230
62 1 14.23335063 14.07603916 7.04397247 0.39237498 0.30990624 0.86602540 1.3230
63 1 14.16410749 14.01150075 14.21967638 -0.91854239 -0.26608018 0.29237170 1.3230
64 1 14.13357245 14.31485807 21.23364601 -0.68457970 -0.72370886 0.08715574 1.3230
65 1 14.20255753 14.18865309 28.47208837 -0.31759292 -0.54330368 0.77714596 1.3230
66 1 14.29447696 21.36354814 -0.04153286 -0.01706198 -0.00367089 0.99984770 1.3230
67 1 14.13356303 21.24908967 7.05437983 -0.95053459 0.29814070 0.08715574 1.3230
68 1 14.19359996 21.55102565 14.34209527 -0.00520997 0.03450842 0.99939083 1.3230
69 1 14.04020457 21.19286032 21.21121120 0.11926780 0.35511307 0.92718385 1.3230
70 1 14.15080725 21.32798869 28.19857077 0.57162356 -0.75316126 0.32556815 1.3230
71 1 14.13470476 28.47609972 -0.14780100 -0.70648165 0.13540097 0.69465837 1.3230
72 1 14.11233972 28.26209610 6.94946767 0.73631088 0.65831189 0.15643447 1.3230
73 1 14.26459937 28.43794805 14.21300896 0.49399196 0.45133991 0.74314483 1.3230
74 1 14.29878329 28.41528018 21.15882022 0.17597482 -0.07376269 0.98162718 1.3230
75 1 14.05000698 28.41399192 28.31451620 -0.87370877 0.41188067 0.25881905 1.3230
76 1 21.26006425 0.12155249 -0.12099675 -0.13469244 0.15838314 0.97814760 1.3230
77 1 21.25308050 -0.07592955 7.21269859 0.53148513 0.33699809 0.77714596 1.3230
78 1 21.35498964 0.07476440 14.15105075 0.42731099 -0.22901024 0.87461971 1.3230
79 1 21.28643070 0.04811498 21.31578249 -0.06130013 0.36955702 0.92718385 1.3230
80 1 21.15116794 0.05584266 28.41268637 -0.72123902 0.50932380 0.46947156 1.3230
81 1 21.41883962 7.18381127 -0.06368082 0.02881358 -0.04369016 0.99862953 1.3230
82 1 21.20639075 7.23576794 7.22405706 0.01323638 -0.01137474 0.99984770 1.3230
83 1 21.18453913 7.05199467 14.09598961 0.23075062 -0.22967102 0.94551858 1.3230
84 1 21.11592145 7.23281648 21.36528784 0.73652580 -0.62493395 0.25881905 1.3230
85 1 21.54321550 7.18467128 28.40664967 -0.56921486 -0.14658086 0.80901699 1.3230
